2008;01;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average;Απαζτόληζη Employment per Month);(3) (Days (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2008;01;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2008;01;NA;ΑΓΝΧ΢ΣΖ;2364;1638;1391;3029;0.79;22.89;22.66;22.79;42.86;36.06;39.75;UNKNOWN;
2008;01;1;ΓΔΧΡΓΗΑ. ΚΣΖΝΟΣΡΟΦΗΑ. ΘΖΡΑ ΚΑΗ ΢ΒΓ;818;981;405;1386;0.36;24.07;23.62;23.94;39.38;39.22;39.33;AGRICULTURE. HUNTING AND RELATED SERVICE ACTIVITIES;
2008;01;2;ΓΑ΢ΟΚΟΜΗΑ. ΤΛΟΣΟΜΗΑ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;109;110;53;163;0.04;20.52;18.77;19.95;37.15;33.92;36.16;FORESTRY. LOGGING AND RELATED SERVICES;
2008;01;5;ΑΛΗΔΗΑ. ΔΚΜΔΣΑΛΛΔΤ΢Ζ ΗΥΘΤΟΣΡΟΦΔΗΧΝ ΚΑΗ ΜΟΝΑΓΧΝ ΠΑΡΑΓΧΓΖ΢ ΓΟΝΟΤ ΒΓ΢ ΜΔ ΣΖΝ ΑΛΗΔΗΑ;227;361;91;452;0.12;24.23;23.40;24.06;47.83;43.27;46.93;FISHING. OPERATION OF FISH HATCHERIES AND FISH FARMS; SERVICE ACTIVITIES INCIDENTAL TO FISHING;
2008;01;10;ΔΞΟΡΤΞΖ ΑΝΘΡΑΚΑ ΚΑΗ ΛΗΓΝΗΣΖ. ΔΞΟΡΤΞΖ ΣΤΡΦΖ΢;21;26;7;33;0.01;23.85;25.00;24.09;41.44;35.28;40.08;MINING OF COAL AND LIGNITE;
2008;01;11;ΑΝΣΛΖ΢Ζ ΑΡΓΟΤ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΒΓ΢ ΜΔ ΣΖΝ ΑΝΣΛΖ΢Ζ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΗ΢ ΜΔΛΔΣΔ΢;12;14;2;16;0.00;20.43;25.00;21.00;37.98;37.29;37.88;EXTRACTION OF CRUDE PETROLEUM AND NATURAL GAS; SERVICE ACTIVITIES INCIDENTAL TO OIL AND GAS EXTRACTION. EXCLUDING SURVEYING;
2008;01;12;ΔΞΟΡΤΞΖ ΜΔΣΑΛΛΔΤΜΑΣΧΝ ΟΤΡΑΝΗΟΤ ΚΑΗ ΘΟΡΗΟΤ;6;4;2;6;0.00;24.25;25.00;24.50;28.04;33.33;29.84;MINING OF URANIUM AND THORIUM ORES;
2008;01;13;ΔΞΟΡΤΞΖ ΜΔΣΑΛΛΟΤΥΧΝ ΜΔΣΑΛΛΔΤΜΑΣΧΝ;18;41;7;48;0.01;23.54;25.00;23.75;61.71;43.87;58.97;MINING OF METAL ORES;
2008;01;14;ΑΛΛΔ΢ ΔΞΟΡΤΚΣΗΚΔ΢ ΚΑΗ ΛΑΣΟΜΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;282;662;74;736;0.19;21.69;22.89;21.81;48.65;39.93;47.73;OTHER MINING AND QUARRYING;
2008;01;15;ΒΗΟΜΖΥΑΝΗΑ ΣΡΟΦΗΜΧΝ ΚΑΗ ΠΟΣΧΝ;6280;7521;5266;12787;3.34;23.78;23.31;23.59;40.56;36.04;38.72;MANUFACTURE OF FOOD PRODUCTS AND BEVERAGES;
2008;01;16;ΠΑΡΑΓΧΓΖ ΠΡΟΗΟΝΣΧΝ ΚΑΠΝΟΤ;9;17;11;28;0.01;23.12;25.36;24.00;61.45;54.11;58.40;MANUFACTURE OF TOBACCO PRODUCTS;
2008;01;17;ΠΑΡΑΓΧΓΖ ΚΛΧ΢ΣΟΤΦΑΝΣΟΤΡΓΗΚΧΝ ΤΛΧΝ;1024;1347;1215;2562;0.67;23.97;23.48;23.73;39.27;37.77;38.56;MANUFACTURE OF TEXTILES;
2008;01;18;ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΔΝΓΤ΢Ζ΢.ΚΑΣΔΡΓΑ΢ΗΑ ΚΑΗ ΒΑΦΖ ΓΟΤΝΑΡΗΚΧΝ;2423;1760;3438;5198;1.36;22.49;22.20;22.30;37.31;37.71;37.57;MANUFACTURE OF WEARING APPAREL; DRESSING AND DYEING OF FUR;
2008;01;19;ΚΑΣΔΡΓΑ΢ΗΑ ΚΑΗ ΓΔΦΖ ΓΔΡΜΑΣΟ΢. ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΣΑΞΗΓΗΟΤ(ΑΠΟ΢ΚΔΤΧΝ). Σ΢ΑΝΣΧΝ. ΔΗΓΧΝ ΢ΔΛΟΠΟΗΗΑ΢. ΔΗΓΧΝ ΢ΑΓΜΑΣΟΠΟΗΗΑ΢ ΚΑΗ ΤΠΟΓΖΜΑΣΧΝ;406;538;396;934;0.24;22.02;21.81;21.93;43.61;39.57;41.91;TANNING AND DRESSING OF LEATHER ; MANUFACTURE OF LUGGAGE. HANDBAGS. SADDLERY. HARNESS AND FOOTWEAR;
2008;01;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average;Απαζτόληζη Employment per Month);(3) (Days (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2008;01;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2008;01;20;ΒΗΟΜΖΥΑΝΗΑ ΞΤΛΟΤ ΚΑΗ ΚΑΣΑ΢ΚΔΤΖ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΞΤΛΟ ΚΑΗ ΦΔΛΛΟ.ΔΚΣΟ΢ ΑΠΌ ΣΑ ΔΠΗΠΛΑ ΚΑΣΑ΢ΚΔΤΖ ΔΗΓΧΝ ΚΑΛΑΘΟΠΟΗΗΑ΢ ΚΑΗ ΢ΠΑΡΣΟΠΛΔΚΣΗΚΖ΢;1571;2783;341;3124;0.82;23.08;23.24;23.10;40.24;37.01;39.89;MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK. EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS;
2008;01;21;ΠΑΡΑΓΧΓΖ ΥΑΡΣΟΠΟΛΣΟΤ.ΥΑΡΣΗΟΤ ΚΑΗ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΥΑΡΣΗ;326;621;316;937;0.24;24.24;23.63;24.03;39.85;37.17;38.96;MANUFACTURE OF PULP.PAPER AND PAPER PRODUCTS;
2008;01;22;ΔΚΓΟ΢ΔΗ΢.ΔΚΣΤΠΧ΢ΔΗ΢ ΚΑΗ ΑΝΑΠΑΡΑΓΧΓΖ ΠΡΟΔΓΓΔΓΡΑΜΜΔΝΧΝ ΜΔ΢ΧΝ ΔΓΓΡΑΦΖ΢ ΖΥΟΤ ΚΑΗ ΔΗΚΟΝΑ΢ ΚΑΗ ΜΔ΢ΧΝ ΠΛΖΡΟΦΟΡΗΚΖ΢;2259;2812;2518;5330;1.39;24.56;24.21;24.40;44.60;40.74;42.79;PUBLISHING. PRINTING AND REPRODUCTION OF RECORDED MEDIA;
2008;01;23;ΠΑΡΑΓΧΓΖ ΟΠΣΑΝΘΡΑΚΑ (ΚΧΚ).ΠΡΟΗΟΝΣΧΝ ΓΗΤΛΗ΢Ζ΢ ΠΔΣΡΔΛΑΗΟΤ ΚΑΗ ΠΤΡΖΝΗΚΧΝ ΚΑΤ΢ΗΜΧΝ;46;96;30;126;0.03;23.71;24.60;23.92;51.37;45.62;49.96;MANUFACTURE OF COKE. REFINED PETROLEUM PRODUCTS AND NUCLEAR FUEL;
2008;01;24;ΠΑΡΑΓΧΓΖ ΥΖΜΗΚΧΝ ΟΤ΢ΗΧΝ ΚΑΗ ΠΡΟΗΟΝΣΧΝ;427;866;374;1240;0.32;24.17;24.17;24.17;45.02;44.38;44.83;MANUFACTURE OF CHEMICALS AND CHEMICALS PRODUCTS;
2008;01;25;ΚΑΣΑ΢ΚΔΤΖ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΔΛΑ΢ΣΗΚΟ (ΚΑΟΤΣ΢ΟΤΚ) ΚΑΗ ΠΛΑ΢ΣΗΚΔ΢ ΤΛΔ΢;614;1455;463;1918;0.50;23.77;24.00;23.82;40.76;39.56;40.46;MANUFACTURE OF RUBBER AND PLASTIC PRODUCTS;
2008;01;26;ΚΑΣΑ΢ΚΔΤΖ ΑΛΛΧΝ ΠΡΟΗΟΝΣΧΝ ΑΠΌ ΜΖ ΜΔΣΑΛΛΗΚΑ ΟΡΤΚΣΑ;1803;3725;490;4215;1.10;22.70;23.54;22.80;41.49;37.18;40.97;MANUFACTURE OF OTHER NON- METALLIC MINERAL PRODUCTS;
2008;01;27;ΠΑΡΑΓΧΓΖ ΒΑ΢ΗΚΧΝ ΜΔΣΑΛΛΧΝ;213;488;92;580;0.15;23.85;24.09;23.89;44.35;38.79;43.46;MANUFACTURE OF BASIC METALS;
2008;01;28;ΚΑΣΑ΢ΚΔΤΖ ΜΔΣΑΛΛΗΚΧΝ ΠΡΟΗΟΝΣΧΝ.ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΑ ΜΖΥΑΝΖΜΑΣΑ ΚΑΗ ΣΑ ΔΗΓΖ ΔΞΟΠΛΗ΢ΜΟΤ;4879;9347;1065;10412;2.72;23.38;23.59;23.40;40.36;36.06;39.92;MANUFACTURE OF FABRICATED METAL PRODUCTS. EXCEPT MACHINERY AND EQUIPMENT;
2008;01;29;ΚΑΣΑ΢ΚΔΤΖ ΜΖΥΑΝΖΜΑΣΧΝ ΚΑΗ ΔΗΓΧΝ ΔΞΟΠΛΗ΢ΜΟΤ ΜΑΚ;2198;4890;666;5556;1.45;23.90;23.84;23.89;42.60;38.67;42.13;MANUFACTURE OF MACHINERY AND EQUIPMENT;
2008;01;30;ΚΑΣΑ΢ΚΔΤΖ ΜΖΥΑΝΧΝ ΓΡΑΦΔΗΟΤ ΚΑΗ ΖΛΔΚΣΡΟΝΗΚΧΝ ΤΠΟΛΟΓΗ΢ΣΧΝ;63;103;21;124;0.03;24.29;24.29;24.29;42.04;44.02;42.37;MANUFACTURE OF OFFICE MACHINERY AND COMPUTERS;
2008;01;31;ΚΑΣΑ΢ΚΔΤΖ ΖΛΔΚΣΡΗΚΧΝ ΜΖΥΑΝΧΝ ΚΑΗ ΢Τ΢ΚΔΤΧΝ ΜΑΚ;609;1182;260;1442;0.38;24.20;23.88;24.14;40.52;39.36;40.31;MANUFACTURE OF ELECTRICAL MACHINERY AND APPARATUS NEC;
2008;01;32;ΚΑΣΑ΢ΚΔΤΖ ΔΞΟΠΛΗ΢ΜΟΤ ΚΑΗ ΢Τ΢ΚΔΤΧΝ ΡΑΓΗΟΦΧΝΗΑ΢. ΣΖΛΔΟΡΑ΢Ζ΢ ΚΑΗ ΔΠΗΚΟΗΝΧΝΗΧΝ;187;295;104;399;0.10;24.10;24.55;24.22;42.96;35.36;40.95;MANUFACTURE OF RADIO TELEVISION AND COMMUNICATION EQUIPMENT AND APPARATUS;
2008;01;33;ΚΑΣΑ΢ΚΔΤΖ ΗΑΣΡΗΚΧΝ ΟΡΓΑΝΧΝ. ΟΡΓΑΝΧΝ ΑΚΡΗΒΔΗΑ΢ ΚΑΗ ΟΠΣΗΚΧΝ ΟΡΓΑΝΧΝ. ΚΑΣΑ΢ΚΔΤΖ ΡΟΛΟΓΗΧΝ ΚΆΘΔ ΔΗΓΟΤ΢;645;808;429;1237;0.32;24.38;24.34;24.36;38.35;35.57;37.39;MANUFACTURE OF MEDICAL. PRECISION AND OPTICAL INSTRUMENTS. WATCHES AND CLOCKS;
2008;01;34;ΚΑΣΑ΢ΚΔΤΖ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ. ΚΑΣΑ΢ΚΔΤΖ ΡΤΜΟΤΛΚΟΤΜΔΝΧΝ ΚΑΗ ΖΜΗΡΤΜΟΤΛΚΟΤΜΔΝΧΝ ΟΥΖΜΑΣΧΝ;164;339;45;384;0.10;24.15;23.87;24.11;43.23;40.30;42.89;MANUFACTURE OF MOTOR VEHICLES. TRAILERS AND SEMI- TRAILERS;
2008;01;35;ΚΑΣΑ΢ΚΔΤΖ ΛΟΗΠΟΤ ΔΞΟΠΛΗ΢ΜΟΤ ΜΔΣΑΦΟΡΧΝ;442;1026;152;1178;0.31;20.87;24.22;21.30;52.86;39.53;50.90;MANUFACTURE OF OTHER TRANSPORT EQUIPMENT;
2008;01;36;ΚΑΣΑ΢ΚΔΤΖ ΔΠΗΠΛΧΝ. ΛΟΗΠΔ΢ ΒΗΟΜΖΥΑΝΗΔ΢ ΜΑΚ;3016;5245;1239;6484;1.69;23.34;23.34;23.34;40.65;36.72;39.90;MANUFACTURE OF FURNITURE; MANUFACTURING NEC;
2008;01;37;ΑΝΑΚΤΚΛΧ΢Ζ;92;180;48;228;0.06;23.37;24.06;23.52;41.36;36.80;40.37;RECYCLING;
2008;01;40;ΠΑΡΟΥΖ ΖΛΔΚΣΡΗΚΟΤ ΡΔΤΜΑΣΟ΢ ΦΤ΢ΗΚΟΤ ΑΔΡΗΟΤ.ΑΣΜΟΤ ΚΑΗ ΕΔ΢ΣΟΤ ΝΔΡΟΤ;206;318;90;408;0.11;24.34;23.94;24.25;54.79;48.55;53.43;ELECTRICITY. GAS STEAM AND HOT WATER SUPPLY;
2008;01;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average;Απαζτόληζη Employment per Month);(3) (Days (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2008;01;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2008;01;41;΢ΤΛΛΟΓΖ. ΚΑΘΑΡΗ΢ΜΟ΢ ΚΑΗ ΓΗΑΝΟΜΖ ΝΔΡΟΤ;269;497;229;726;0.19;24.36;24.23;24.32;53.39;53.28;53.36;COLLECTION. PURIFICATION AND DISTRIBUTION OF WATER;
2008;01;45;ΚΑΣΑ΢ΚΔΤΔ΢;14551;21606;4238;25844;6.75;22.84;23.75;22.99;39.41;40.71;39.63;CONSTRUCTION;
2008;01;50;ΔΜΠΟΡΗΟ. ΢ΤΝΣΖΡΖ΢Ζ ΚΑΗ ΔΠΗ΢ΚΔΤΖ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ. ΛΗΑΝΗΚΖ ΠΧΛΖ΢Ζ ΚΑΤ΢ΗΜΧΝ ΟΥΖΜΑΣΧΝ;12067;18676;3141;21817;5.70;24.22;23.99;24.18;38.68;36.32;38.34;SALE. MAINTENANCE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES; RETAIL SALE OF AUTOMOTIVE FUEL;
2008;01;51;ΥΟΝΓΡΗΚΟ ΔΜΠΟΡΗΟ ΚΑΗ ΔΜΠΟΡΗΟ ΜΔ ΠΡΟΜΖΘΔΗΑ. ΔΚΣΟ΢ ΑΠΌ ΣΟ ΔΜΠΟΡΗΟ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ;22850;35616;17543;53159;13.88;24.21;24.11;24.18;41.65;40.14;41.15;WHOLESALE TRADE AND COMMISSION TRADE. EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES;
2008;01;52;ΛΗΑΝΗΚΟ ΔΜΠΟΡΗΟ. ΔΚΣΟ΢ ΑΠΌ ΣΟ ΔΜΠΟΡΗΟ ΑΤΣΟΚΗΝΖΣΧΝ ΟΥΖΜΑΣΧΝ ΚΑΗ ΜΟΣΟ΢ΤΚΛΔΣΧΝ. ΔΠΗ΢ΚΔΤΖ ΔΗΓΧΝ ΑΣΟΜΗΚΖ΢ ΚΑΗ ΟΗΚΗΑΚΖ΢ ΥΡΖ΢Ζ΢;36700;18026;36197;54223;14.16;24.17;24.03;24.07;36.92;36.57;36.69;RETAIL TRADE. EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES; REPAIR OF PERSONAL AND HOUSEHOLD GOODS;
2008;01;55;ΞΔΝΟΓΟΥΔΗΑ ΚΑΗ Δ΢ΣΗΑΣΟΡΗΑ;20678;16158;15835;31993;8.35;20.52;20.53;20.52;40.35;36.70;38.55;HOTELS AND RESTAURANTS;
2008;01;60;ΥΔΡ΢ΑΗΔ΢ ΜΔΣΑΦΟΡΔ΢ΜΔΣΑΦΟΡΔ΢ ΜΔ΢Χ ΑΓΧΓΧΝ;9295;11685;925;12610;3.29;23.65;23.87;23.67;39.51;37.95;39.39;LAND TRANSPORT. TRANSPORT VIA PIPELINES;
2008;01;61;ΤΓΑΣΗΝΔ΢ ΜΔΣΑΦΟΡΔ΢;494;659;629;1288;0.34;24.61;24.41;24.52;68.41;59.69;64.17;WATER TRANSPORT;
2008;01;62;ΔΝΑΔΡΗΔ΢ ΜΔΣΑΦΟΡΔ΢;40;55;59;114;0.03;24.85;24.46;24.65;96.95;66.68;81.40;AIR TRANSPORT;
2008;01;63;ΒΟΖΘΖΣΗΚΔ΢ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΠΡΟ΢ ΣΗ΢ ΜΔΣΑΦΟΡΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢. ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΣΑΞΗΓΗΧΣΗΚΧΝ ΠΡΑΚΣΟΡΔΗΧΝ;3613;4280;4326;8606;2.25;24.32;24.32;24.32;51.31;46.81;49.05;SUPPORTING AND AUXILIARY ACTIVITIES; ACTIVITIES OF TRAVEL AGENCIES;
2008;01;64;ΣΑΥΤΓΡΟΜΔΗΑ ΚΑΗ ΣΖΛΔΠΗΚΟΗΝΧΝΗΔ΢;1079;1371;868;2239;0.58;23.39;23.53;23.44;38.58;37.86;38.30;POST AND TELECOMMUNICATIONS;
2008;01;65;ΔΝΓΗΑΜΔ΢ΟΗ ΥΡΖΜΑΣΟΠΗ΢ΣΧΣΗΚΟΗ ΟΡΓΑΝΗ΢ΜΟΗ. ΜΔ ΔΞΑΗΡΔ΢Ζ ΣΗ΢ Α΢ΦΑΛΗ΢ΣΗΚΔ΢ ΔΣΑΗΡΔΗΔ΢ ΚΑΗ ΣΑ ΣΑΜΔΗΑ ΢ΤΝΣΑΞΔΧΝ;143;123;245;368;0.10;24.57;24.02;24.20;95.02;49.58;65.00;FINANCIAL INTERMEDIATION. EXCEPT INSURANCE AND PENSION FUNDING;
2008;01;66;Α΢ΦΑΛΗ΢ΔΗ΢ ΚΑΗ ΢ΤΝΣΑΞΗΟΓΟΣΗΚΑ ΣΑΜΔΗΑ. ΔΚΣΟ΢ ΑΠΌ ΣΖΝ ΤΠΟΥΡΔΧΣΗΚΖ ΚΟΗΝΧΝΗΚΖ Α΢ΦΑΛΗ΢Ζ;424;128;479;607;0.16;24.59;24.03;24.15;54.81;40.63;43.67;INSURANCE AND PENSION FUNDING. EXCEPT COMPULSORY SOCIAL SECURITY;
2008;01;67;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΢ΤΝΑΦΔΗ΢ ΜΔ ΣΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΔΝΓΗΑΜΔ΢ΧΝ ΥΡΖΜΑΣΟΠΗ΢ΣΧΣΗΚΧΝ ΟΡΓΑΝΗ΢ΜΧΝ;1122;543;1380;1923;0.50;24.48;24.25;24.32;56.87;42.43;46.54;ACTIVITIES AUXILIARY TO FINANCIAL INTERMEDIATION;
2008;01;70;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΢ΥΔΣΗΚΔ΢ ΜΔ ΑΚΗΝΖΣΖ ΠΔΡΗΟΤ΢ΗΑ;1276;748;1145;1893;0.49;24.27;24.25;24.26;57.19;43.54;48.94;REAL ESTATE ACTIVITIES;
2008;01;71;ΔΚΜΗ΢ΘΧ΢Ζ ΜΖΥΑΝΖΜΑΣΧΝ ΚΑΗ ΔΞΟΠΛΗ΢ΜΟΤ ΥΧΡΗ΢ ΥΔΗΡΗ΢ΣΖ. ΔΚΜΗ΢ΘΧ΢Ζ ΔΗΓΧΝ ΑΣΟΜΗΚΖ΢ ΚΑΗ ΟΗΚΗΑΚΖ΢ ΥΡΖ΢Ζ΢;912;712;834;1546;0.40;24.09;23.55;23.80;37.35;32.90;34.97;RENTING OF MACHINERY AND EQUIPMENT WITHOUT OPERATOR AND OF PERSONAL AND HOUSEHOLD GOODS;
2008;01;ΚΩΓ COD;Οικονομική Γραζηηριόηηηα;Αριθμός  Δπιτειρήζεων No of Enterprises;Αριθμός Number;of Insured;Αζθαλιζμένων Individuals;(2) (2);Μέζη Average;Απαζτόληζη Employment per Month);(3) (Days (3);Μέζο;Ζμερομίζθιο Average Wage;(3) (3);Economic Activity;
2008;01;NA;NA;;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;%;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;Άνδρες Males;Γσναίκες Females;΢ύνολο Total;NA;
2008;01;72;ΠΛΖΡΟΦΟΡΗΚΖ ΚΑΗ ΢ΤΝΑΦΔΗ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;1638;2262;1277;3539;0.92;24.24;24.06;24.17;50.50;42.99;47.80;COMPUTER AND RELATED ACTIVITIES;
2008;01;73;ΔΡΔΤΝΑ ΚΑΗ ΑΝΑΠΣΤΞΖ;216;194;303;497;0.13;24.35;24.18;24.25;73.69;49.56;59.01;RESEARCH AND DEVELOPMENT;
2008;01;74;ΆΛΛΔ΢ ΔΠΗΥΔΗΡΖΜΑΣΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;17677;7956;16976;24932;6.51;23.93;24.12;24.06;45.99;41.42;42.87;OTHER BUSINESS ACTIVITIES;
2008;01;75;ΓΖΜΟ΢ΗΑ ΓΗΟΗΚΖ΢Ζ ΚΑΗ ΑΜΤΝΑ. ΤΠΟΥΡΔΧΣΗΚΖ ΚΟΗΝΧΝΗΚΖ Α΢ΦΑΛΗ΢Ζ;1779;1325;2448;3773;0.99;26.93;26.24;26.48;49.50;50.48;50.13;PUBLIC ADMINISTRATION AND DEFENCE ; COMPULSORY SOCIAL SECURITY;
2008;01;80;ΔΚΠΑΗΓΔΤ΢Ζ;13106;2354;7785;10139;2.65;23.36;23.26;23.28;44.93;35.99;38.08;EDUCATION;
2008;01;85;ΤΓΔΗΑ ΚΑΗ ΚΟΗΝΧΝΗΚΖ ΜΔΡΗΜΝΑ;8826;1538;10000;11538;3.01;24.40;24.42;24.42;42.81;38.51;39.08;HEALTH AND SOCIAL WORK;
2008;01;90;ΓΗΑΘΔ΢Ζ ΛΤΜΑΣΧΝ ΚΑΗ ΑΠΟΡΡΗΜΑΣΧΝ. ΤΓΗΔΗΝΖ ΚΑΗ ΠΑΡΟΜΟΗΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;436;637;156;793;0.21;23.90;23.44;23.81;41.80;39.20;41.29;SEWAGE AND REFUSE DISPOSAL. SANITATION AND SIMILAR ACTIVITIES;
2008;01;91;ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΟΡΓΑΝΧ΢ΔΧΝ καθ;2593;1330;2044;3374;0.88;24.23;25.94;25.26;47.18;44.71;45.65;ACTIVITIES OF MEMBERSHIP ORGANIZATIONS NEC;
2008;01;92;ΦΤΥΑΓΧΓΗΚΔ΢.ΠΟΛΗΣΗ΢ΣΗΚΔ΢ ΚΑΗ ΑΘΛΖΣΗΚΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢;3940;2989;2745;5734;1.50;24.81;23.55;24.21;40.90;38.39;39.73;RECREATIONAL. CULTURAL AND SPORTING ACTIVITIES;
2008;01;93;ΆΛΛΔ΢ ΓΡΑ΢ΣΖΡΗΟΣΖΣΔ΢ ΠΑΡΟΥΖ΢ ΤΠΖΡΔ΢ΗΧΝ;8179;2532;9935;12467;3.26;23.66;22.44;22.68;35.78;31.25;32.21;OTHER SERVICE ACTIVITIES;
2008;01;95;ΗΓΗΧΣΗΚΑ ΝΟΗΚΟΚΤΡΗΑ ΠΟΤ ΑΠΑ΢ΥΟΛΟΤΝ ΟΗΚΗΑΚΟ ΠΡΟ΢ΧΠΗΚΟ;18445;2602;11496;14098;3.68;24.45;24.39;24.40;30.09;16.68;19.16;PRIVATE HOUSEHOLDS WITH EMPLOYED PERSONS;
2008;01;99;ΔΣΔΡΟΓΗΚΟΗ ΟΡΓΑΝΗ΢ΜΟΗ ΚΑΗ ΟΡΓΑΝΑ;159;172;221;393;0.10;24.87;24.79;24.82;57.88;55.30;56.43;EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES;
2008;01;NA;΢ΤΝΟΛΟ;236266;208373;174560;382933;100;23.57;23.61;23.59;41.16;37.06;39.29;TOTAL;
2008;01; Χο (2) Ο (3) Σα;αξηζκόο επηρεηξήζεσλ ιακβάλεηαη ν αξηζκόο ησλ αζθαιηζκέλσλ δελ είλαη δξαζηεξηόηεηα κεηξάηαη κία θνξά ζηνηρεία αλαθέξνληαη ζηνπο αζθαιηζκέλνπο ηαθηηθέο απνδνρέο ΠΑΡΑΣΗΡΗ΢ΕΙ΢;ζπλνιηθόο αξηζκόο ησλ δηαθξηηόο Δάλ έλαο πνπ εξγάδνληαη;κνλάδσλ αζθαιηζκέλνο κε πιήξεο;(παξαξηεκάησλ) απαζρνιείηαη σξάξην θαη;ησλ ζε ηα κέζα;επηρεηξήζεσλ δηαθνξεηηθνύο εκεξνκίζζηα;εξγνδόηεο πξνθύπηνπλ;κε ηελ κόλν;ίδηα νηθνλνκηθή από ηηο;NA;NA;NA;NA;
2008;01;1 Ζ 2 Σν  The (2) The (3) The;κέζε απαζρόιεζε δελ παξνπζηάδεη γεληθό κέζν εκεξνκίζζην ησλ γπλαηθώλ Number of Enterprises refers to number number of insured individuals is not above figures refer to insured individuals COMMENTS;κεγάιεο απνθιίζεηο είλαη ην 90.05% ηνπ of units (branches) distinctIf the same who are employed;ζρεηηθά κε ην γεληθνύ of each person is full-time;θύιν (άλδξεο. κέζνπ enterprise employed in and their;γπλαίθεο) εκεξνκηζζίνπ ησλ more than average;αλδξώλ one wages per;employers with day do not;the same include leave;economic benefits;activity is & season;counted as one bonuses;NA;NA;
